ts,bezug_kwh_qh,einsp_kwh_qh
2026-08-09T20:00:00,6.03,0.0
2026-08-09T20:15:00,5.61,0.0
2026-08-09T20:30:00,6.03,0.0
2026-08-09T20:45:00,5.25,0.0
2026-08-09T21:00:00,4.98,0.0
2026-08-09T21:15:00,5.475,0.0
2026-08-09T21:30:00,5.565,0.0
2026-08-09T21:45:00,5.37,0.0
2026-08-09T22:00:00,8.835,0.0
2026-08-09T22:15:00,4.53,0.0
2026-08-09T22:30:00,3.915,0.0
2026-08-09T22:45:00,4.11,0.0
2026-08-09T23:00:00,3.975,0.0
2026-08-09T23:15:00,3.915,0.0
2026-08-09T23:30:00,3.795,0.0
2026-08-09T23:45:00,3.645,0.0
2026-08-10T00:00:00,4.02,0.0
2026-08-10T00:15:00,3.825,0.0
2026-08-10T00:30:00,3.765,0.0
2026-08-10T00:45:00,3.78,0.0
2026-08-10T01:00:00,3.825,0.0
2026-08-10T01:15:00,3.63,0.0
2026-08-10T01:30:00,3.945,0.0
2026-08-10T01:45:00,3.96,0.0
2026-08-10T02:00:00,4.155,0.0
2026-08-10T02:15:00,3.81,0.0
2026-08-10T02:30:00,3.675,0.0
2026-08-10T02:45:00,3.825,0.0
2026-08-10T03:00:00,3.735,0.0
2026-08-10T03:15:00,3.69,0.0
2026-08-10T03:30:00,3.66,0.0
2026-08-10T03:45:00,3.72,0.0
2026-08-10T04:00:00,3.99,0.0
2026-08-10T04:15:00,3.81,0.0
2026-08-10T04:30:00,3.66,0.0
2026-08-10T04:45:00,3.78,0.0
2026-08-10T05:00:00,3.795,0.0
2026-08-10T05:15:00,3.75,0.0
2026-08-10T05:30:00,5.595,0.0
2026-08-10T05:45:00,4.635,0.0
2026-08-10T06:00:00,4.515,0.0
2026-08-10T06:15:00,5.61,0.0
2026-08-10T06:30:00,5.055,0.0
2026-08-10T06:45:00,5.595,0.0
2026-08-10T07:00:00,10.065,0.0
2026-08-10T07:15:00,8.565,0.0
2026-08-10T07:30:00,8.94,0.0
2026-08-10T07:45:00,6.555,0.0
2026-08-10T08:00:00,5.46,0.0
2026-08-10T08:15:00,5.415,0.0
2026-08-10T08:30:00,8.4,0.0
2026-08-10T08:45:00,7.875,0.0
2026-08-10T09:00:00,6.525,0.0
2026-08-10T09:15:00,8.31,0.0
2026-08-10T09:30:00,6.285,0.0
2026-08-10T09:45:00,3.405,0.045
2026-08-10T10:00:00,3.795,0.435
2026-08-10T10:15:00,1.95,0.435
2026-08-10T10:30:00,1.095,0.105
2026-08-10T10:45:00,1.185,0.345
2026-08-10T11:00:00,1.365,0.435
2026-08-10T11:15:00,0.78,0.3
2026-08-10T11:30:00,2.715,0.21
2026-08-10T11:45:00,0.285,0.54
2026-08-10T12:00:00,0.3,0.63
2026-08-10T12:15:00,1.26,0.435
2026-08-10T12:30:00,0.87,0.42
2026-08-10T12:45:00,1.065,0.495
2026-08-10T13:00:00,0.855,0.645
2026-08-10T13:15:00,0.345,1.98
2026-08-10T13:30:00,0.0,4.62
2026-08-10T13:45:00,0.0,6.3
2026-08-10T14:00:00,0.015,5.775
2026-08-10T14:15:00,0.075,2.085
2026-08-10T14:30:00,0.21,0.315
2026-08-10T14:45:00,0.105,0.45
2026-08-10T15:00:00,0.045,0.63
2026-08-10T15:15:00,0.015,1.515
2026-08-10T15:30:00,0.015,1.245
2026-08-10T15:45:00,0.135,0.555
2026-08-10T16:00:00,0.21,1.68
2026-08-10T16:15:00,1.11,0.555
2026-08-10T16:30:00,5.22,0.015
2026-08-10T16:45:00,4.605,0.015
2026-08-10T17:00:00,4.995,0.0
2026-08-10T17:15:00,7.41,0.0
2026-08-10T17:30:00,6.435,0.0
2026-08-10T17:45:00,7.125,0.0
2026-08-10T18:00:00,5.55,0.0
2026-08-10T18:15:00,5.7,0.0
2026-08-10T18:30:00,6.345,0.0
2026-08-10T18:45:00,7.965,0.0
2026-08-10T19:00:00,8.205,0.0
2026-08-10T19:15:00,8.43,0.0
2026-08-10T19:30:00,7.98,0.0
2026-08-10T19:45:00,6.675,0.0
2026-08-10T20:00:00,5.505,0.0
2026-08-10T20:15:00,5.31,0.0
2026-08-10T20:30:00,5.49,0.0
2026-08-10T20:45:00,5.895,0.0
2026-08-10T21:00:00,5.055,0.0
2026-08-10T21:15:00,4.935,0.0
2026-08-10T21:30:00,4.62,0.0
2026-08-10T21:45:00,4.575,0.0
2026-08-10T22:00:00,4.635,0.0
2026-08-10T22:15:00,4.455,0.0
2026-08-10T22:30:00,4.29,0.0
2026-08-10T22:45:00,4.05,0.0
2026-08-10T23:00:00,4.14,0.0
2026-08-10T23:15:00,4.035,0.0
2026-08-10T23:30:00,3.87,0.0
2026-08-10T23:45:00,3.9,0.0
2026-08-11T00:00:00,3.93,0.0
2026-08-11T00:15:00,3.96,0.0
2026-08-11T00:30:00,3.765,0.0
2026-08-11T00:45:00,3.765,0.0
2026-08-11T01:00:00,3.735,0.0
2026-08-11T01:15:00,3.93,0.0
2026-08-11T01:30:00,3.825,0.0
2026-08-11T01:45:00,3.825,0.0
2026-08-11T02:00:00,4.14,0.0
2026-08-11T02:15:00,3.705,0.0
2026-08-11T02:30:00,3.765,0.0
2026-08-11T02:45:00,3.9,0.0
2026-08-11T03:00:00,3.84,0.0
2026-08-11T03:15:00,3.57,0.0
2026-08-11T03:30:00,3.705,0.0
2026-08-11T03:45:00,3.825,0.0
2026-08-11T04:00:00,4.11,0.0
2026-08-11T04:15:00,3.735,0.0
2026-08-11T04:30:00,3.75,0.0
2026-08-11T04:45:00,3.825,0.0
2026-08-11T05:00:00,3.705,0.0
2026-08-11T05:15:00,4.155,0.0
2026-08-11T05:30:00,5.145,0.0
2026-08-11T05:45:00,4.605,0.0
2026-08-11T06:00:00,4.215,0.0
2026-08-11T06:15:00,6.54,0.0
2026-08-11T06:30:00,4.455,0.0
2026-08-11T06:45:00,9.075,0.0
2026-08-11T07:00:00,6.495,0.0
2026-08-11T07:15:00,5.46,0.0
2026-08-11T07:30:00,8.61,0.0
2026-08-11T07:45:00,7.395,0.0
2026-08-11T08:00:00,6.735,0.0
2026-08-11T08:15:00,6.615,0.0
2026-08-11T08:30:00,6.195,0.0
2026-08-11T08:45:00,5.88,0.0
2026-08-11T09:00:00,4.395,0.0
2026-08-11T09:15:00,5.745,0.0
2026-08-11T09:30:00,4.53,0.0
2026-08-11T09:45:00,3.39,0.045
2026-08-11T10:00:00,4.38,0.0
2026-08-11T10:15:00,2.805,0.09
2026-08-11T10:30:00,2.85,0.075
2026-08-11T10:45:00,0.135,0.57
2026-08-11T11:00:00,1.275,0.375
2026-08-11T11:15:00,2.91,0.15
2026-08-11T11:30:00,6.795,0.045
2026-08-11T11:45:00,4.47,0.54
2026-08-11T12:00:00,2.175,0.615
2026-08-11T12:15:00,1.455,0.39
2026-08-11T12:30:00,2.595,0.225
2026-08-11T12:45:00,4.125,0.18
2026-08-11T13:00:00,4.185,0.21
2026-08-11T13:15:00,2.67,0.705
2026-08-11T13:30:00,1.065,0.3
2026-08-11T13:45:00,0.255,2.1
2026-08-11T14:00:00,0.105,2.505
2026-08-11T14:15:00,0.075,4.365
2026-08-11T14:30:00,0.54,1.575
2026-08-11T14:45:00,0.075,3.105
2026-08-11T15:00:00,0.0,3.315
2026-08-11T15:15:00,0.24,1.56
2026-08-11T15:30:00,0.585,0.54
2026-08-11T15:45:00,0.495,0.3
2026-08-11T16:00:00,3.0,0.015
2026-08-11T16:15:00,6.39,0.0
2026-08-11T16:30:00,9.075,0.0
2026-08-11T16:45:00,3.99,0.0
2026-08-11T17:00:00,6.12,0.0
2026-08-11T17:15:00,6.72,0.0
2026-08-11T17:30:00,8.58,0.0
2026-08-11T17:45:00,9.27,0.0
2026-08-11T18:00:00,8.55,0.0
2026-08-11T18:15:00,7.65,0.0
2026-08-11T18:30:00,6.51,0.0
2026-08-11T18:45:00,9.015,0.0
2026-08-11T19:00:00,9.36,0.0
2026-08-11T19:15:00,8.88,0.0
2026-08-11T19:30:00,8.64,0.0
2026-08-11T19:45:00,6.51,0.0
2026-08-11T20:00:00,5.91,0.0
2026-08-11T20:15:00,5.43,0.0
2026-08-11T20:30:00,5.13,0.0
2026-08-11T20:45:00,4.8,0.0
2026-08-11T21:00:00,4.755,0.0
2026-08-11T21:15:00,4.905,0.0
2026-08-11T21:30:00,4.635,0.0
2026-08-11T21:45:00,4.59,0.0
2026-08-11T22:00:00,4.29,0.0
2026-08-11T22:15:00,4.38,0.0
2026-08-11T22:30:00,4.41,0.0
2026-08-11T22:45:00,4.41,0.0
2026-08-11T23:00:00,4.23,0.0
2026-08-11T23:15:00,4.05,0.0
2026-08-11T23:30:00,3.975,0.0
2026-08-11T23:45:00,3.885,0.0
2026-08-12T00:00:00,4.065,0.0
2026-08-12T00:15:00,3.93,0.0
2026-08-12T00:30:00,3.96,0.0
2026-08-12T00:45:00,3.975,0.0
2026-08-12T01:00:00,3.75,0.0
2026-08-12T01:15:00,3.825,0.0
2026-08-12T01:30:00,3.855,0.0
2026-08-12T01:45:00,4.005,0.0
2026-08-12T02:00:00,4.215,0.0
2026-08-12T02:15:00,3.705,0.0
2026-08-12T02:30:00,3.87,0.0
2026-08-12T02:45:00,3.825,0.0
2026-08-12T03:00:00,3.75,0.0
2026-08-12T03:15:00,3.615,0.0
2026-08-12T03:30:00,3.63,0.0
2026-08-12T03:45:00,3.78,0.0
2026-08-12T04:00:00,3.855,0.0
2026-08-12T04:15:00,3.735,0.0
2026-08-12T04:30:00,3.63,0.0
2026-08-12T04:45:00,3.81,0.0
2026-08-12T05:00:00,3.54,0.0
2026-08-12T05:15:00,4.05,0.0
2026-08-12T05:30:00,5.52,0.0
2026-08-12T05:45:00,4.29,0.0
2026-08-12T06:00:00,4.305,0.0
2026-08-12T06:15:00,6.225,0.0
2026-08-12T06:30:00,5.025,0.0
2026-08-12T06:45:00,5.43,0.0
2026-08-12T07:00:00,4.89,0.0
2026-08-12T07:15:00,4.815,0.0
2026-08-12T07:30:00,7.245,0.0
2026-08-12T07:45:00,5.64,0.0
2026-08-12T08:00:00,7.38,0.0
2026-08-12T08:15:00,6.45,0.0
2026-08-12T08:30:00,6.675,0.0
2026-08-12T08:45:00,7.635,0.0
2026-08-12T09:00:00,7.71,0.0
2026-08-12T09:15:00,5.775,0.0
2026-08-12T09:30:00,0.69,0.15
2026-08-12T09:45:00,0.075,0.57
2026-08-12T10:00:00,2.07,0.24
2026-08-12T10:15:00,2.61,0.09
2026-08-12T10:30:00,0.225,0.405
2026-08-12T10:45:00,0.825,0.705
2026-08-12T11:00:00,0.645,0.96
2026-08-12T11:15:00,1.8,0.33
2026-08-12T11:30:00,2.445,0.255
2026-08-12T11:45:00,3.135,0.135
2026-08-12T12:00:00,0.765,0.09
2026-08-12T12:15:00,0.63,0.405
2026-08-12T12:30:00,0.405,0.51
2026-08-12T12:45:00,0.27,0.45
2026-08-12T13:00:00,0.915,0.3
2026-08-12T13:15:00,0.405,0.36
2026-08-12T13:30:00,0.24,0.3
2026-08-12T13:45:00,0.225,0.51
2026-08-12T14:00:00,0.015,0.495
2026-08-12T14:15:00,0.0,1.83
2026-08-12T14:30:00,0.0,1.65
2026-08-12T14:45:00,0.015,1.2
2026-08-12T15:00:00,0.03,1.275
2026-08-12T15:15:00,0.03,1.185
2026-08-12T15:30:00,0.06,0.735
2026-08-12T15:45:00,0.18,0.375
2026-08-12T16:00:00,0.405,0.45
2026-08-12T16:15:00,0.705,0.6
2026-08-12T16:30:00,1.2,1.065
2026-08-12T16:45:00,0.12,1.23
2026-08-12T17:00:00,1.08,0.12
2026-08-12T17:15:00,4.815,0.0
2026-08-12T17:30:00,4.02,0.0
2026-08-12T17:45:00,3.21,0.0
2026-08-12T18:00:00,4.83,0.0
2026-08-12T18:15:00,3.765,0.0
2026-08-12T18:30:00,4.71,0.0
2026-08-12T18:45:00,7.425,0.0
2026-08-12T19:00:00,8.235,0.0
2026-08-12T19:15:00,8.25,0.0
2026-08-12T19:30:00,8.64,0.0
2026-08-12T19:45:00,8.655,0.0
2026-08-12T20:00:00,8.535,0.0
2026-08-12T20:15:00,5.685,0.0
2026-08-12T20:30:00,5.445,0.0
2026-08-12T20:45:00,5.64,0.0
2026-08-12T21:00:00,5.04,0.0
2026-08-12T21:15:00,4.875,0.0
2026-08-12T21:30:00,4.65,0.0
2026-08-12T21:45:00,4.5,0.0
2026-08-12T22:00:00,4.575,0.0
2026-08-12T22:15:00,4.305,0.0
2026-08-12T22:30:00,4.035,0.0
2026-08-12T22:45:00,3.99,0.0
2026-08-12T23:00:00,4.11,0.0
2026-08-12T23:15:00,3.825,0.0
2026-08-12T23:30:00,4.035,0.0
2026-08-12T23:45:00,3.975,0.0
2026-08-13T00:00:00,3.93,0.0
2026-08-13T00:15:00,3.87,0.0
2026-08-13T00:30:00,3.81,0.0
2026-08-13T00:45:00,3.75,0.0
2026-08-13T01:00:00,3.765,0.0
2026-08-13T01:15:00,3.705,0.0
2026-08-13T01:30:00,3.945,0.0
2026-08-13T01:45:00,6.15,0.0
2026-08-13T02:00:00,6.99,0.0
2026-08-13T02:15:00,6.405,0.0
2026-08-13T02:30:00,6.615,0.0
2026-08-13T02:45:00,6.615,0.0
2026-08-13T03:00:00,6.495,0.0
2026-08-13T03:15:00,6.45,0.0
2026-08-13T03:30:00,6.315,0.0
2026-08-13T03:45:00,6.645,0.0
2026-08-13T04:00:00,6.63,0.0
2026-08-13T04:15:00,6.435,0.0
2026-08-13T04:30:00,6.63,0.0
2026-08-13T04:45:00,6.585,0.0
2026-08-13T05:00:00,6.33,0.0
2026-08-13T05:15:00,6.99,0.0
2026-08-13T05:30:00,7.74,0.0
2026-08-13T05:45:00,6.975,0.0
2026-08-13T06:00:00,7.455,0.0
2026-08-13T06:15:00,7.965,0.0
2026-08-13T06:30:00,8.01,0.0
2026-08-13T06:45:00,4.275,0.0
2026-08-13T07:00:00,6.18,0.0
2026-08-13T07:15:00,5.625,0.0
2026-08-13T07:30:00,7.14,0.0
2026-08-13T07:45:00,7.14,0.0
2026-08-13T08:00:00,8.685,0.0
2026-08-13T08:15:00,8.745,0.0
2026-08-13T08:30:00,11.115,0.0
2026-08-13T08:45:00,9.42,0.0
2026-08-13T09:00:00,8.505,0.0
2026-08-13T09:15:00,5.625,0.0
2026-08-13T09:30:00,1.755,0.015
2026-08-13T09:45:00,0.39,0.39
2026-08-13T10:00:00,0.51,0.45
2026-08-13T10:15:00,0.255,0.615
2026-08-13T10:30:00,0.57,0.045
2026-08-13T10:45:00,0.75,0.225
2026-08-13T11:00:00,0.63,0.36
2026-08-13T11:15:00,0.3,0.195
2026-08-13T11:30:00,2.085,0.21
2026-08-13T11:45:00,2.49,0.195
2026-08-13T12:00:00,1.005,0.3
2026-08-13T12:15:00,0.645,0.42
2026-08-13T12:30:00,0.345,0.57
2026-08-13T12:45:00,4.635,0.33
2026-08-13T13:00:00,0.78,0.585
2026-08-13T13:15:00,0.315,1.965
2026-08-13T13:30:00,0.03,4.59
2026-08-13T13:45:00,0.135,2.91
2026-08-13T14:00:00,0.12,2.295
2026-08-13T14:15:00,0.06,3.51
2026-08-13T14:30:00,0.15,1.98
2026-08-13T14:45:00,0.0,2.97
2026-08-13T15:00:00,0.015,1.965
2026-08-13T15:15:00,0.0,1.98
2026-08-13T15:30:00,0.0,1.485
2026-08-13T15:45:00,0.015,1.77
2026-08-13T16:00:00,0.0,1.68
2026-08-13T16:15:00,0.03,1.125
2026-08-13T16:30:00,1.905,0.135
2026-08-13T16:45:00,0.795,0.975
2026-08-13T17:00:00,1.695,0.96
2026-08-13T17:15:00,2.25,0.21
2026-08-13T17:30:00,2.01,0.21
2026-08-13T17:45:00,2.205,0.06
2026-08-13T18:00:00,4.5,0.0
2026-08-13T18:15:00,4.98,0.0
2026-08-13T18:30:00,4.68,0.0
2026-08-13T18:45:00,6.57,0.0
2026-08-13T19:00:00,6.96,0.0
2026-08-13T19:15:00,6.75,0.0
2026-08-13T19:30:00,7.65,0.0
2026-08-13T19:45:00,7.155,0.0
2026-08-13T20:00:00,8.175,0.0
2026-08-13T20:15:00,7.41,0.0
2026-08-13T20:30:00,8.01,0.0
2026-08-13T20:45:00,5.28,0.0
2026-08-13T21:00:00,5.175,0.0
2026-08-13T21:15:00,5.01,0.0
2026-08-13T21:30:00,5.595,0.0
2026-08-13T21:45:00,5.04,0.0
2026-08-13T22:00:00,4.815,0.0
2026-08-13T22:15:00,4.575,0.0
2026-08-13T22:30:00,4.545,0.0
2026-08-13T22:45:00,4.515,0.0
2026-08-13T23:00:00,4.14,0.0
2026-08-13T23:15:00,4.125,0.0
2026-08-13T23:30:00,4.065,0.0
2026-08-13T23:45:00,3.975,0.0
2026-08-14T00:00:00,4.125,0.0
2026-08-14T00:15:00,3.885,0.0
2026-08-14T00:30:00,3.915,0.0
2026-08-14T00:45:00,3.96,0.0
2026-08-14T01:00:00,3.9,0.0
2026-08-14T01:15:00,3.825,0.0
2026-08-14T01:30:00,4.095,0.0
2026-08-14T01:45:00,4.335,0.0
2026-08-14T02:00:00,4.74,0.0
2026-08-14T02:15:00,4.05,0.0
2026-08-14T02:30:00,3.795,0.0
2026-08-14T02:45:00,3.81,0.0
2026-08-14T03:00:00,3.81,0.0
2026-08-14T03:15:00,3.675,0.0
2026-08-14T03:30:00,3.705,0.0
2026-08-14T03:45:00,3.705,0.0
2026-08-14T04:00:00,3.795,0.0
2026-08-14T04:15:00,3.78,0.0
2026-08-14T04:30:00,3.72,0.0
2026-08-14T04:45:00,3.63,0.0
2026-08-14T05:00:00,3.69,0.0
2026-08-14T05:15:00,4.185,0.0
2026-08-14T05:30:00,5.235,0.0
2026-08-14T05:45:00,4.32,0.0
2026-08-14T06:00:00,4.17,0.0
2026-08-14T06:15:00,6.675,0.0
2026-08-14T06:30:00,4.305,0.0
2026-08-14T06:45:00,5.475,0.0
2026-08-14T07:00:00,4.92,0.0
2026-08-14T07:15:00,4.95,0.0
2026-08-14T07:30:00,8.655,0.0
2026-08-14T07:45:00,7.335,0.0
2026-08-14T08:00:00,8.505,0.0
2026-08-14T08:15:00,8.745,0.0
2026-08-14T08:30:00,9.54,0.0
2026-08-14T08:45:00,8.175,0.0
2026-08-14T09:00:00,8.835,0.0
2026-08-14T09:15:00,7.92,0.0
2026-08-14T09:30:00,2.1,0.03
2026-08-14T09:45:00,1.125,0.135
2026-08-14T10:00:00,1.845,0.36
2026-08-14T10:15:00,1.83,0.39
2026-08-14T10:30:00,1.485,0.315
2026-08-14T10:45:00,0.81,0.885
2026-08-14T11:00:00,0.54,1.05
2026-08-14T11:15:00,0.495,0.69
2026-08-14T11:30:00,0.42,0.255
2026-08-14T11:45:00,2.145,0.315
2026-08-14T12:00:00,0.03,0.54
2026-08-14T12:15:00,1.59,0.36
2026-08-14T12:30:00,0.855,0.465
2026-08-14T12:45:00,0.99,0.57
2026-08-14T13:00:00,0.69,0.6
2026-08-14T13:15:00,0.75,0.615
2026-08-14T13:30:00,0.645,1.665
2026-08-14T13:45:00,0.195,2.625
2026-08-14T14:00:00,0.0,4.92
2026-08-14T14:15:00,0.0,4.65
2026-08-14T14:30:00,0.0,4.23
2026-08-14T14:45:00,0.0,3.81
2026-08-14T15:00:00,0.0,3.945
2026-08-14T15:15:00,0.0,2.61
2026-08-14T15:30:00,0.015,1.515
2026-08-14T15:45:00,0.0,2.13
2026-08-14T16:00:00,0.015,1.665
2026-08-14T16:15:00,0.015,1.44
2026-08-14T16:30:00,0.81,0.465
2026-08-14T16:45:00,0.06,1.305
2026-08-14T17:00:00,0.51,0.21
2026-08-14T17:15:00,1.035,0.135
2026-08-14T17:30:00,2.49,0.0
2026-08-14T17:45:00,1.365,0.03
2026-08-14T18:00:00,4.095,0.0
2026-08-14T18:15:00,3.105,0.0
2026-08-14T18:30:00,4.425,0.0
2026-08-14T18:45:00,5.415,0.0
2026-08-14T19:00:00,7.53,0.0
2026-08-14T19:15:00,8.685,0.0
2026-08-14T19:30:00,7.17,0.0
2026-08-14T19:45:00,8.52,0.0
2026-08-14T20:00:00,6.915,0.0
2026-08-14T20:15:00,5.85,0.0
2026-08-14T20:30:00,5.64,0.0
2026-08-14T20:45:00,5.565,0.0
2026-08-14T21:00:00,4.455,0.0
2026-08-14T21:15:00,4.485,0.0
2026-08-14T21:30:00,5.175,0.0
2026-08-14T21:45:00,7.005,0.0
2026-08-14T22:00:00,4.965,0.0
2026-08-14T22:15:00,4.23,0.0
2026-08-14T22:30:00,4.29,0.0
2026-08-14T22:45:00,4.38,0.0
2026-08-14T23:00:00,4.245,0.0
2026-08-14T23:15:00,4.02,0.0
2026-08-14T23:30:00,3.12,0.0
2026-08-14T23:45:00,3.555,0.0
2026-08-15T00:00:00,4.185,0.0
2026-08-15T00:15:00,4.005,0.0
2026-08-15T00:30:00,4.335,0.0
2026-08-15T00:45:00,4.53,0.0
2026-08-15T01:00:00,4.38,0.0
2026-08-15T01:15:00,3.975,0.0
2026-08-15T01:30:00,3.72,0.0
2026-08-15T01:45:00,3.795,0.0
2026-08-15T02:00:00,4.11,0.0
2026-08-15T02:15:00,3.615,0.0
2026-08-15T02:30:00,3.69,0.0
2026-08-15T02:45:00,3.72,0.0
2026-08-15T03:00:00,3.72,0.0
2026-08-15T03:15:00,3.6,0.0
2026-08-15T03:30:00,3.69,0.0
2026-08-15T03:45:00,3.645,0.0
2026-08-15T04:00:00,3.855,0.0
2026-08-15T04:15:00,3.645,0.0
2026-08-15T04:30:00,3.78,0.0
2026-08-15T04:45:00,3.675,0.0
2026-08-15T05:00:00,4.665,0.0
2026-08-15T05:15:00,3.6,0.0
2026-08-15T05:30:00,4.86,0.0
2026-08-15T05:45:00,4.02,0.0
2026-08-15T06:00:00,4.755,0.0
2026-08-15T06:15:00,5.67,0.0
2026-08-15T06:30:00,4.395,0.0
2026-08-15T06:45:00,5.46,0.0
2026-08-15T07:00:00,9.885,0.0
2026-08-15T07:15:00,7.41,0.0
2026-08-15T07:30:00,7.89,0.0
2026-08-15T07:45:00,7.71,0.0
2026-08-15T08:00:00,6.48,0.0
2026-08-15T08:15:00,6.33,0.0
2026-08-15T08:30:00,7.335,0.0
2026-08-15T08:45:00,7.875,0.0
2026-08-15T09:00:00,8.1,0.0
2026-08-15T09:15:00,7.05,0.0
2026-08-15T09:30:00,3.405,0.0
2026-08-15T09:45:00,0.21,0.33
2026-08-15T10:00:00,1.995,0.45
2026-08-15T10:15:00,2.22,0.45
2026-08-15T10:30:00,1.335,0.165
2026-08-15T10:45:00,1.53,0.165
2026-08-15T11:00:00,0.345,0.27
2026-08-15T11:15:00,0.45,0.33
2026-08-15T11:30:00,0.21,0.705
2026-08-15T11:45:00,2.115,0.21
2026-08-15T12:00:00,1.155,0.57
2026-08-15T12:15:00,0.69,0.495
2026-08-15T12:30:00,0.015,1.935
2026-08-15T12:45:00,1.065,1.17
2026-08-15T13:00:00,1.23,0.24
2026-08-15T13:15:00,0.51,1.44
2026-08-15T13:30:00,0.12,2.46
2026-08-15T13:45:00,0.06,4.695
2026-08-15T14:00:00,0.015,3.885
2026-08-15T14:15:00,0.03,4.68
2026-08-15T14:30:00,0.0,3.69
2026-08-15T14:45:00,0.0,3.645
2026-08-15T15:00:00,0.0,3.945
2026-08-15T15:15:00,0.0,3.375
2026-08-15T15:30:00,0.015,1.965
2026-08-15T15:45:00,0.0,2.295
2026-08-15T16:00:00,0.0,2.445
2026-08-15T16:15:00,0.015,2.64
2026-08-15T16:30:00,0.06,1.17
2026-08-15T16:45:00,0.6,1.38
2026-08-15T17:00:00,0.0,1.515
2026-08-15T17:15:00,1.05,1.065
2026-08-15T17:30:00,1.41,0.27
2026-08-15T17:45:00,1.365,0.18
2026-08-15T18:00:00,3.72,0.03
2026-08-15T18:15:00,3.96,0.0
2026-08-15T18:30:00,3.735,0.0
2026-08-15T18:45:00,5.265,0.0
2026-08-15T19:00:00,6.33,0.0
2026-08-15T19:15:00,6.78,0.0
2026-08-15T19:30:00,6.99,0.0
2026-08-15T19:45:00,7.11,0.0
2026-08-15T20:00:00,6.15,0.0
2026-08-15T20:15:00,3.63,0.0
2026-08-15T20:30:00,5.175,0.0
2026-08-15T20:45:00,4.86,0.0
2026-08-15T21:00:00,4.71,0.0
2026-08-15T21:15:00,5.01,0.0
2026-08-15T21:30:00,3.87,0.0
2026-08-15T21:45:00,4.515,0.0
2026-08-15T22:00:00,4.44,0.0
2026-08-15T22:15:00,4.605,0.0
2026-08-15T22:30:00,4.41,0.0
2026-08-15T22:45:00,3.975,0.0
2026-08-15T23:00:00,3.375,0.0
2026-08-15T23:15:00,4.215,0.0
2026-08-15T23:30:00,4.05,0.0
2026-08-15T23:45:00,4.185,0.0
2026-08-16T00:00:00,4.5,0.0
2026-08-16T00:15:00,4.41,0.0
2026-08-16T00:30:00,3.825,0.0
2026-08-16T00:45:00,3.69,0.0
2026-08-16T01:00:00,3.78,0.0
2026-08-16T01:15:00,3.75,0.0
2026-08-16T01:30:00,3.855,0.0
2026-08-16T01:45:00,3.795,0.0
2026-08-16T02:00:00,4.125,0.0
2026-08-16T02:15:00,3.615,0.0
2026-08-16T02:30:00,3.78,0.0
2026-08-16T02:45:00,3.78,0.0
2026-08-16T03:00:00,3.72,0.0
2026-08-16T03:15:00,3.6,0.0
2026-08-16T03:30:00,3.57,0.0
2026-08-16T03:45:00,3.57,0.0
2026-08-16T04:00:00,3.855,0.0
2026-08-16T04:15:00,3.75,0.0
2026-08-16T04:30:00,3.63,0.0
2026-08-16T04:45:00,3.675,0.0
2026-08-16T05:00:00,3.63,0.0
2026-08-16T05:15:00,4.035,0.0
2026-08-16T05:30:00,5.265,0.0
2026-08-16T05:45:00,4.29,0.0
2026-08-16T06:00:00,4.635,0.0
2026-08-16T06:15:00,6.6,0.0
2026-08-16T06:30:00,7.74,0.0
2026-08-16T06:45:00,10.71,0.0
2026-08-16T07:00:00,7.155,0.0
2026-08-16T07:15:00,5.25,0.0
2026-08-16T07:30:00,8.085,0.0
2026-08-16T07:45:00,6.855,0.0
2026-08-16T08:00:00,7.86,0.0
2026-08-16T08:15:00,6.39,0.0
2026-08-16T08:30:00,8.88,0.0
2026-08-16T08:45:00,10.485,0.0
2026-08-16T09:00:00,9.72,0.0
2026-08-16T09:15:00,6.96,0.0
2026-08-16T09:30:00,6.69,0.0
2026-08-16T09:45:00,6.69,0.0
2026-08-16T10:00:00,7.95,0.0
2026-08-16T10:15:00,9.63,0.0
2026-08-16T10:30:00,3.69,0.0
2026-08-16T10:45:00,6.105,0.0
2026-08-16T11:00:00,3.66,0.105
2026-08-16T11:15:00,5.85,0.0
2026-08-16T11:30:00,1.185,0.825
2026-08-16T11:45:00,2.67,0.165
2026-08-16T12:00:00,3.69,0.3
2026-08-16T12:15:00,3.69,0.105
2026-08-16T12:30:00,10.815,0.0
2026-08-16T12:45:00,9.12,0.0
2026-08-16T13:00:00,6.915,0.0
2026-08-16T13:15:00,0.495,1.485
2026-08-16T13:30:00,0.465,0.0
2026-08-16T13:45:00,0.585,0.645
2026-08-16T14:00:00,1.47,0.165
2026-08-16T14:15:00,0.54,0.015
2026-08-16T14:30:00,0.225,0.675
2026-08-16T14:45:00,0.57,0.24
2026-08-16T15:00:00,2.625,0.0
2026-08-16T15:15:00,2.76,0.0
2026-08-16T15:30:00,1.92,0.0
2026-08-16T15:45:00,3.555,0.0
2026-08-16T16:00:00,4.035,0.0
2026-08-16T16:15:00,5.955,0.0
2026-08-16T16:30:00,10.59,0.0
2026-08-16T16:45:00,13.02,0.0
2026-08-16T17:00:00,12.78,0.0
2026-08-16T17:15:00,11.265,0.0
2026-08-16T17:30:00,8.475,0.0
2026-08-16T17:45:00,6.3,0.0
2026-08-16T18:00:00,9.105,0.0
